"Name","Species","GRIN","Synonym","Breeding Program","Parent1","Parent2","Pedigree","Description"
"NY94052-133","aestivum","","cuGS133","CNL","","","PIONEER2737W/HARUS",""
"NY96056-134","aestivum","","cuGS134","CNL","","","Karena / Geneva Resel",""
"NY94058-6145-135","aestivum","","cuGS135","CNL","","","Diana/NY75087-39",""
"NY94025-136","aestivum","","cuGS136","CNL","","","Pio2737w/Cayuga",""
"NY94042-137","aestivum","","cuGS137","CNL","","","Diana/Geneva",""
"NY96049-138","aestivum","","cuGS138","CNL","","","Harus / Karena",""
"NY94081-139","aestivum","","cuGS139","CNL","","","Pio2737w/NY80095-6",""
"NY96008-140","aestivum","","cuGS140","CNL","","","Batavia / Geneva",""
"NY94052-141","aestivum","","cuGS141","CNL","","","PIONEER2737W/HARUS",""
"NY94052-142","aestivum","","cuGS142","CNL","","","PIONEER2737W/HARUS",""
"NY96009-143","aestivum","","cuGS143","CNL","","","Batavia / Geneva Resel",""
"NY96052-144","aestivum","","cuGS144","CNL","","","Karena / Cayuga",""
"NY94052-145","aestivum","","cuGS145","CNL","","","PIONEER2737W/HARUS",""
"NY96153-146","aestivum","","cuGS146","CNL","","","NY75087-39 / Geneva Resel",""
"NY94058-147","aestivum","","cuGS147","CNL","","","Diana/NY75087-39",""
"NY96063-148","aestivum","","cuGS148","CNL","","","Pio 2545 / AC Ron",""
"NY94058-149","aestivum","","cuGS149","CNL","","","Diana/NY75087-39",""
"NY94046-150","aestivum","","cuGS150","CNL","","","DIANA/HARUS(25)",""
"NY94052-151","aestivum","","cuGS151","CNL","","","Pio2737w/Harus",""
"NY94064-152","aestivum","","cuGS152","CNL","","","NY75087-39/Diana",""
"NY94077-153","aestivum","","cuGS153","CNL","","","Diana/NY80095-6",""
"NY94042-154","aestivum","","cuGS154","CNL","","","Diana/Geneva",""
"NY94025-155","aestivum","","cuGS155","CNL","","","Pio2737w/Cayuga",""
"NY96011-156","aestivum","","cuGS156","CNL","","","Batavia / Karena",""
"NY94052-157","aestivum","","cuGS157","CNL","","","Pio2737w/Harus",""
"NY96150-158","aestivum","","cuGS158","CNL","","","NY75087-39 / Coker 8427",""
"NY96047-159","aestivum","","cuGS159","CNL","","","HARUS/GENEVA(28)",""
"NY96052-160","aestivum","","cuGS160","CNL","","","Karena / Cayuga",""
"NY94024-161","aestivum","","cuGS161","CNL","","","Diana/Cayuga",""
"NY96018-162","aestivum","","cuGS162","CNL","","","Cayuga / Harus",""
"NY96052-163","aestivum","","cuGS163","CNL","","","Karena / Cayuga",""
"NY94052-164","aestivum","","cuGS164","CNL","","","PIONEER2737W/HARUS",""
"NY94042-165","aestivum","","cuGS165","CNL","","","Diana/Geneva",""
"NY94052-166","aestivum","","cuGS166","CNL","","","PIONEER2737W/HARUS",""
"NY96153-167","aestivum","","cuGS167","CNL","","","NY75087-39 / Geneva Resel",""
"NY94058-168","aestivum","","cuGS168","CNL","","","Diana/NY75087-39",""
"NY96030-169","aestivum","","cuGS169","CNL","","","Diana / Geneva",""
"NY94042-170","aestivum","","cuGS170","CNL","","","Diana/Geneva",""
"NY96153-171","aestivum","","cuGS171","CNL","","","NY75087-39 / Geneva Resel",""
"NY94052-172","aestivum","","cuGS172","CNL","","","PIONEER2737W/HARUS",""
"NY96052-173","aestivum","","cuGS173","CNL","","","Karena / Cayuga",""
"NY94046-174","aestivum","","cuGS174","CNL","","","Diana/Harus",""
"NY94052-175","aestivum","","cuGS175","CNL","","","PIONEER2737W/HARUS",""
"NY94046-176","aestivum","","cuGS176","CNL","","","Diana/Harus",""
"NY94081-177","aestivum","","cuGS177","CNL","","","Pio2737w/NY80095-6",""
"NY94081-178","aestivum","","cuGS178","CNL","","","Pio2737w/NY80095-6",""
"NY94064-179","aestivum","","cuGS179","CNL","","","NY75087-39/Diana",""
"NY94070-180","aestivum","","cuGS180","CNL","","","Diana/NY80095-6",""
"NY94070-181","aestivum","","cuGS181","CNL","","","Diana/NY80095-6",""
"NY96155-182","aestivum","","cuGS182","CNL","","","NY75087-39 / Pio 2510",""
"NY94025-183","aestivum","","cuGS183","CNL","","","Pio2737w/Cayuga",""
"NY94025-184","aestivum","","cuGS184","CNL","","","Pio2737w/Cayuga",""
"NY96049-185","aestivum","","cuGS185","CNL","","","Harus / Karena",""
"NY96018-186","aestivum","","cuGS186","CNL","","","Cayuga / Harus",""
"NY96153-187","aestivum","","cuGS187","CNL","","","NY75087-39 / Geneva Resel",""
"NY96056-188","aestivum","","cuGS188","CNL","","","Karena / Geneva Resel",""
"NY96001-189","aestivum","","cuGS189","CNL","","","",""
"NY94024-190","aestivum","","cuGS190","CNL","","","Diana/Cayuga",""
"NY94070-3339","aestivum","","cuGS191, NY94070-3339-191","CNL","","","Diana/NY80095-6",""
"NY94070-191","aestivum","","cuGS192, NY94070-191-192","CNL","","","Diana/NY80095-6",""
"NY94077-193","aestivum","","cuGS193","CNL","","","Diana/NY80095-6",""
"NY94032-194","aestivum","","cuGS194","CNL","","","Pio2737w/Geneva",""
"NY94063-195","aestivum","","cuGS195","CNL","","","Pio2737w/NY75087-39",""
"NY96047-196","aestivum","","cuGS196","CNL","","","Harus / Geneva",""
"NY96004-197","aestivum","","cuGS197","CNL","","","AC Ron / Geneva Resel",""
"NY94032-3150-198","aestivum","","cuGS198","CNL","","","Pio2737w/Geneva",""
"NY96152-199","aestivum","","cuGS199","CNL","","","NY75087-39 / Geneva",""
"NY94025-200","aestivum","","cuGS200","CNL","","","Pio2737w/Cayuga",""
"NY94052-3329-201","aestivum","","cuGS201","CNL","","","Pio2737w/Harus",""
"NY96152-202","aestivum","","cuGS202","CNL","","","NY75087-39 / Geneva",""
"NY94032-203","aestivum","","cuGS203","CNL","","","Pio2737w/Geneva",""
"NY96002-204","aestivum","","cuGS204","CNL","","","AC Ron / Cayuga",""
"NY94077-205","aestivum","","cuGS205","CNL","","","Diana/NY80095-6",""
"NY96056-206","aestivum","","cuGS206","CNL","","","Karena / Geneva Resel",""
"NY94052-207","aestivum","","cuGS207","CNL","","","PIONEER2737W/HARUS",""
"NY96148-208","aestivum","","cuGS208","CNL","","","NY75087-39 / Batavia",""
"NY96002-209","aestivum","","cuGS209","CNL","","","AC Ron / Cayuga",""
"NY94041-210","aestivum","","cuGS210","CNL","","","Diana/Geneva",""
"NY99060-211","aestivum","","cuGS211","CNL","","","NY87048W-7387/Cayuga",""
"NY96193-212","aestivum","","cuGS212","CNL","","","94056(M-6/Harus)/ Geneva Resel",""
"NY99060-213","aestivum","","cuGS213","CNL","","","NY87048W-7387/Cayuga",""
"NY97067-214","aestivum","","cuGS214","CNL","","","Harus x P89204A8-1-59",""
"NY99048-215","aestivum","","cuGS215","CNL","","","Harus/NY85020-395",""
"NY99060-216","aestivum","","cuGS216","CNL","","","NY87048W-7387/Cayuga",""
"NY99048-217","aestivum","","cuGS217","CNL","","","Harus/NY85020-395",""
"NY99045-3110","aestivum","","cuGS218, NY99045-3110-218","CNL","","","GENEVA/PIO25W33(26+9S)",""
"NY96043-219","aestivum","","cuGS219","CNL","","","Harus / AC Ron",""
"NY99043-220","aestivum","","cuGS220","CNL","","","Geneva/Mendon",""
"NY99019-221","aestivum","","cuGS221","CNL","","","CAH-106/Harus",""
"NY99025-222","aestivum","","cuGS222","CNL","","","Caledonia/Geneva",""
"NY99068-223","aestivum","","cuGS223","CNL","","","NY87048W-7387/P25W33",""
"NY99021-224","aestivum","","cuGS224","CNL","","","CAH-106/Mendon",""
"NY99068-225","aestivum","","cuGS225","CNL","","","NY87048W-7387/P25W33",""
"NY96016-226","aestivum","","cuGS226","CNL","","","Cayuga / Batavia",""
"NY99045-227","aestivum","","cuGS227","CNL","","","Geneva/Pio25W33",""
"NY99059-228","aestivum","","cuGS228","CNL","","","NY87048W-7387/Caledonia",""
"NY99029-229","aestivum","","cuGS229","CNL","","","Caledonia/Pio25W33",""
"NY99068-230","aestivum","","cuGS230","CNL","","","NY87048W-7387/P25W33",""
"NY99059-231","aestivum","","cuGS231","CNL","","","NY87048W-7387/Caledonia",""
"NY97089-232","aestivum","","cuGS232","CNL","","","",""
"NY96030-233","aestivum","","cuGS233","CNL","","","Diana / Geneva",""
"NY99012-234","aestivum","","cuGS234","CNL","","","",""
"NY99021-235","aestivum","","cuGS235","CNL","","","CAH-106/Mendon",""
"NY99013-236","aestivum","","cuGS236","CNL","","","AC-RON/96005-1-1",""
"NY99013-237","aestivum","","cuGS237","CNL","","","AC-RON/96005-1-1",""
"NY97067-238","aestivum","","cuGS238","CNL","","","Harus x P89204A8-1-59",""
"NY97072-239","aestivum","","cuGS239","CNL","","","Karena x P89204A8-1-59",""
"NY96023-240","aestivum","","cuGS240","CNL","","","Coker 8427 / Geneva",""
"NY99027-241","aestivum","","cuGS241","CNL","","","Caledonia/KY86C-61-8",""
"NY99012-242","aestivum","","cuGS242","CNL","","","",""
"NY96043-243","aestivum","","cuGS243","CNL","","","Harus / AC Ron",""
"NY99012-244","aestivum","","cuGS244","CNL","","","",""
"NY99032-245","aestivum","","cuGS245","CNL","","","Cayuga/Mendon",""
"NY99038-246","aestivum","","cuGS246","CNL","","","Diana/Pio25W33",""
"NY96007-247","aestivum","","cuGS247","CNL","","","Batavia / AC Ron",""
"NY99069-248","aestivum","","cuGS248","CNL","","","P25W33/Caledonia",""
"NY99059-249","aestivum","","cuGS249","CNL","","","NY87048W-7387/CALEDONIA(13+18+20)",""
"NY99038-250","aestivum","","cuGS250","CNL","","","Diana/Pio25W33",""
"NY99069-251","aestivum","","cuGS251","CNL","","","P25W33/Caledonia",""
"NY97083-252","aestivum","","cuGS252","CNL","","","NYBatavia x P92823A1-2-3-5",""
"NY99014-253","aestivum","","cuGS253","CNL","","","AC-RON/CAH-106",""
"NY99068-254","aestivum","","cuGS254","CNL","","","NY87048W-7387/P25W33",""
"NY99019-255","aestivum","","cuGS255","CNL","","","CAH-106/Harus",""
"NY99026-256","aestivum","","cuGS256","CNL","","","Caledonia/Harus",""
"NY99021-257","aestivum","","cuGS257","CNL","","","CAH-106/Mendon",""
"NY96030-258","aestivum","","cuGS258","CNL","","","Diana / Geneva",""
"NY97067-259","aestivum","","cuGS259","CNL","","","Harus x P89204A8-1-59",""
"NY99032-260","aestivum","","cuGS260","CNL","","","Cayuga/Mendon",""
"NY99062-261","aestivum","","cuGS261","CNL","","","NY87048W-7387/Diana",""
"JENSEN-262","aestivum","","cuGS262","CNL","","","NY88046-8138 /Harus",""
"CALEDONIA_RESELECT-L-263","aestivum","","cuGS263","CNL","","","",""
"MEDINA-264","aestivum","","cuGS264","CNL","","","MD286-21/Harus",""
"NY92039-9065-265","aestivum","","cuGS265","CNL","","","88068(84061(Geneva/F29-76)//6897-2)/Houser",""
"PIONEERVAR25W41-266","aestivum","","","CNL","","","",""
"NY93285-9161-267","aestivum","","cuGS267","CNL","","","",""
"E0028-268","aestivum","","cuGS268","CNL","","","",""
"NY93285-7110-269","aestivum","","cuGS269","CNL","","","",""
"BRIDGEPORT-270","aestivum","","cuGS270, BRIDGEPORT","CNL","","","Caledonia/Cayuga//Caledonia 4-10",""
"CAL4PHS-6-271","aestivum","","cuGS271","CNL","","","Caledonia/Cayuga//Caledonia 4-6",""
"NY03179FHB-10-272","aestivum","","cuGS272","CNL","","","NY7387/Caledonia//Caledonia-2///Caledonia 7-10",""
"SARANAC","aestivum","","cuGS273, SARANAC-273","CNL","","","NY7387/Caledonia//Caledonia-2///Caledonia 7-12",""
"NY103-208-7263-275","aestivum","","cuGS275","CNL","","","Cayuga/Caledonia",""
"NY103-72-7179-276","aestivum","","cuGS276","CNL","","","Cayuga/Caledonia",""
"NYW103-21-9183-277","aestivum","","cuGS277","CNL","","","Cayuga/Caledonia",""
"NYW103-70-9232-278","aestivum","","cuGS278","CNL","","","Cayuga/Caledonia",""
"NYW103-187-9166-279","aestivum","","cuGS279","CNL","","","Cayuga/Caledonia",""
"NYW103-193-9172-280","aestivum","","cuGS280","CNL","","","Cayuga/Caledonia",""
"NYW103-226-9195-281","aestivum","","cuGS281","CNL","","","Cayuga/Caledonia",""
"NYW103-57-9222-282","aestivum","","cuGS282","CNL","","","Cayuga/Caledonia",""
"NYW103-90-9245-283","aestivum","","cuGS283","CNL","","","Cayuga/Caledonia",""
"NYW103-102-9103-284","aestivum","","cuGS284","CNL","","","Cayuga/Caledonia",""
"NYW103-119-9115-285","aestivum","","cuGS285","CNL","","","Cayuga/Caledonia",""
"NYW103-168-9149-286","aestivum","","cuGS286","CNL","","","Cayuga/Caledonia",""
"PIONEER25W43-287","aestivum","","","CNL","","","",""
"PIONEER25W36-288","aestivum","","","CNL","","","",""
"NYE3003-292","aestivum","","cuGS292","CNL","","","",""
"NYE3012-293","aestivum","","cuGS293","CNL","","","",""
"NYE1008-294","aestivum","","cuGS294","CNL","","","MSU_LINE_D2217/PIONEER_2555",""
"NYE1009-295","aestivum","","cuGS295","CNL","","","MSU_Line_DC076/PIONEER_2555",""
"NY88044-296","aestivum","","cuGS296","CNL","","","84195(83209(82125ms(ChrisMS/2*Ho//Coffee24)/Coffee24)/3/Su Mei 3)/4/Geneva",""
"NY88044-297","aestivum","","cuGS297","CNL","","","84195(83209(82125ms(ChrisMS/2*Ho//Coffee24)/Coffee24)/3/Su Mei 3)/4/Geneva",""
"NY88044-298","aestivum","","cuGS298","CNL","","","84195(83209(82125ms(ChrisMS/2*Ho//Coffee24)/Coffee24)/3/Su Mei 3)/4/Geneva",""
"NY96004-299","aestivum","","cuGS299","CNL","","","AC Ron / Geneva Resel",""
"NY96009-300","aestivum","","cuGS300","CNL","","","Batavia / Geneva Resel",""
"NY96009-302","aestivum","","cuGS302","CNL","","","Batavia / Geneva Resel",""
"NY96014-303","aestivum","","cuGS303","CNL","","","Batavia / Pio 2737W",""
"NY96020-304","aestivum","","cuGS304","CNL","","","Cayuga / Pio 2737W",""
"NY96021-305","aestivum","","cuGS305","CNL","","","Coker 8427 / AC Ron",""
"NY96021-306","aestivum","","cuGS306","CNL","","","Coker 8427 / AC Ron",""
"NY96021-307","aestivum","","cuGS307","CNL","","","Coker 8427 / AC Ron",""
"NY96021-308","aestivum","","cuGS308","CNL","","","Coker 8427 / AC Ron",""
"NY96021-309","aestivum","","cuGS309","CNL","","","Coker 8427 / AC Ron",""
"NY96021-310","aestivum","","cuGS310","CNL","","","Coker 8427 / AC Ron",""
"NY96021-311","aestivum","","cuGS311","CNL","","","Coker 8427 / AC Ron",""
"NY96021-312","aestivum","","cuGS312","CNL","","","Coker 8427 / AC Ron",""
"NY96021-313","aestivum","","cuGS313","CNL","","","Coker 8427 / AC Ron",""
"NY96023-314","aestivum","","cuGS314","CNL","","","Coker 8427 / Geneva",""
"NY96025-315","aestivum","","cuGS315","CNL","","","Coker 8427 / Pio 2737W",""
"NY96025-316","aestivum","","cuGS316","CNL","","","Coker 8427 / Pio 2737W",""
"NY96025-317","aestivum","","cuGS317","CNL","","","Coker 8427 / Pio 2737W",""
"NY96028-318","aestivum","","cuGS318","CNL","","","Diana / Cayuga",""
"NY96030-319","aestivum","","cuGS319","CNL","","","Diana / Geneva",""
"NY96034-320","aestivum","","cuGS320","CNL","","","Geneva / Cayuga",""
"NY96034-321","aestivum","","cuGS321","CNL","","","Geneva / Cayuga",""
"NY96045-322","aestivum","","cuGS322","CNL","","","Harus / Coker 8427",""
"NY96046-323","aestivum","","cuGS323","CNL","","","Harus / Diana",""
"NY96053-324","aestivum","","cuGS324","CNL","","","Karena / Coker 8427",""
"NY96066-325","aestivum","","cuGS325","CNL","","","Pio 2545 / Diana",""
"NY96155-326","aestivum","","cuGS326","CNL","","","NY75087-39 / Pio 2510",""
"NY96161-327","aestivum","","cuGS327","CNL","","","94021(Presto/Cayuga)/ Geneva",""
"NY96161-328","aestivum","","cuGS328","CNL","","","94021(Presto/Cayuga)/ Geneva",""
"NY96183-329","aestivum","","cuGS329","CNL","","","94041(Presto/Geneva)/ Cayuga",""
"NY96185-330","aestivum","","cuGS330","CNL","","","94045(M-6/Geneva)/ Cayuga",""
"NY96185-331","aestivum","","cuGS331","CNL","","","94045(M-6/Geneva)/ Cayuga",""
"NY96185-332","aestivum","","cuGS332","CNL","","","94045(M-6/Geneva)/ Cayuga",""
"NY96192-333","aestivum","","cuGS333","CNL","","","94056(M-6/Harus)/ Geneva",""
"NY96192-334","aestivum","","cuGS334","CNL","","","94056(M-6/Harus)/ Geneva",""
"NY96192-335","aestivum","","cuGS335","CNL","","","94056(M-6/Harus)/ Geneva",""
"NY96192-336","aestivum","","cuGS336","CNL","","","94056(M-6/Harus)/ Geneva",""
"NY96192-337","aestivum","","cuGS337","CNL","","","94056(M-6/Harus)/ Geneva",""
"NY96195-338","aestivum","","cuGS338","CNL","","","94056(M-6/Harus)/ Pio 2737W",""
"NY96195-339","aestivum","","cuGS339","CNL","","","94056(M-6/Harus)/ Pio 2737W",""
"NY96195-340","aestivum","","cuGS340","CNL","","","94056(M-6/Harus)/ Pio 2737W",""
"NY96195-341","aestivum","","cuGS341","CNL","","","94056(M-6/Harus)/ Pio 2737W",""
"NY97067-342","aestivum","","cuGS342","CNL","","","Harus / P89204A8-1-59",""
"NY97067-343","aestivum","","cuGS343","CNL","","","Harus / P89204A8-1-59",""
"NY97067-344","aestivum","","cuGS344","CNL","","","Harus / P89204A8-1-59",""
"NY97068-345","aestivum","","cuGS345","CNL","","","Harus x\/ P92118B4-2",""
"NY97089-346","aestivum","","cuGS346","CNL","","","P89204A8-1-59 / Gen. Res.",""
"NY99002-347","aestivum","","cuGS347","CNL","","","89118RC1-X-9-3-3-3/Geneva",""
"NY99006-348","aestivum","","cuGS348","CNL","","","89118RC1-X-9-3-3/CAH-106",""
"NY99008-349","aestivum","","cuGS349","CNL","","","89118RC1-X-9-3-3/Diana",""
"NY99010-350","aestivum","","cuGS350","CNL","","","89118RC1-X-9-3-3/Harus",""
"NY99010-351","aestivum","","cuGS351","CNL","","","89118RC1-X-9-3-3/Harus",""
"NY99011-352","aestivum","","cuGS352","CNL","","","89118RC1-X-9-3-3/Pio25W33",""
"NY99017-353","aestivum","","cuGS353","CNL","","","AC-RON/Pio25W33",""
"NY99017-354","aestivum","","cuGS354","CNL","","","AC-RON/Pio25W33",""
"NY99017-355","aestivum","","cuGS355","CNL","","","AC-RON/Pio25W33",""
"NY99022-356","aestivum","","cuGS356","CNL","","","CAH-106/NY85020-395",""
"NY99023-357","aestivum","","cuGS357","CNL","","","CAH-106/Pio25W33",""
"NY99023-358","aestivum","","cuGS358","CNL","","","CAH-106/Pio25W33",""
"NY99026-359","aestivum","","cuGS359","CNL","","","Caledonia/Harus",""
"NY99026-360","aestivum","","cuGS360","CNL","","","Caledonia/Harus",""
"NY99028-361","aestivum","","cuGS361","CNL","","","Caledonia/NY85020-395",""
"NY99029-362","aestivum","","cuGS362","CNL","","","Caledonia/Pio25W33",""
"NY99029-363","aestivum","","cuGS363","CNL","","","Caledonia/Pio25W33",""
"NY99029-364","aestivum","","cuGS364","CNL","","","Caledonia/Pio25W33",""
"NY99042-365","aestivum","","cuGS365","CNL","","","Geneva/KY86C-61-8",""
"NY99042-366","aestivum","","cuGS366","CNL","","","Geneva/KY86C-61-8",""
"NY99046-367","aestivum","","cuGS367","CNL","","","Harus/KY86C-61-8",""
"NY99046-368","aestivum","","cuGS368","CNL","","","Harus/KY86C-61-8",""
"NY99046-369","aestivum","","cuGS369","CNL","","","Harus/KY86C-61-8",""
"NY99047-370","aestivum","","cuGS370","CNL","","","Harus/Mendon",""
"NY99052-371","aestivum","","cuGS371","CNL","","","KY86C-61-8/Pio25W33",""
"NY99053-372","aestivum","","cuGS372","CNL","","","Mendon/89RC-1X",""
"NY99054-373","aestivum","","cuGS373","CNL","","","Mendon/NY85020-395",""
"NY99056-374","aestivum","","cuGS374","CNL","","","NY85020-395/Pio25W33",""
"NY99059-375","aestivum","","cuGS375","CNL","","","NY87048W-7387/Caledonia",""
"NY99059-376","aestivum","","cuGS376","CNL","","","NY87048W-7387/Caledonia",""
"NY99060-377","aestivum","","cuGS377","CNL","","","NY87048W-7387/Cayuga",""
"NY99060-378","aestivum","","cuGS378","CNL","","","NY87048W-7387/Cayuga",""
"NY99066-379","aestivum","","cuGS379","CNL","","","NY87048W-7387/Mendon",""
"NY99066-3025-380","aestivum","","cuGS380","CNL","","","NY87048W-7387/Mendon",""
"NY99066-3444-381","aestivum","","cuGS381","CNL","","","NY87048W-7387/Mendon",""
"NY99066-382","aestivum","","cuGS382","CNL","","","NY87048W-7387/Mendon",""
"NY99068-383","aestivum","","cuGS383","CNL","","","NY87048W-7387/P25W33",""
"NY99068-384","aestivum","","cuGS384","CNL","","","NY87048W-7387/P25W33",""
"NY03015-385","aestivum","","cuGS385","CNL","","","Caledonia//Cayuga/Caledonia 10///Caledonia",""
"NYNY03017-386","aestivum","","cuGS386","CNL","","","Clark's Cream/Caledonia//Caledonia 2///Caledonia",""
"NYNY03023-387","aestivum","","cuGS387","CNL","","","Superior/Cayuga//Superior 1///Superior",""
"NY03084-388","aestivum","","cuGS388","CNL","","","Cayuga//Pioneer 2510/Cayuga",""
"NY03084-389","aestivum","","cuGS389","CNL","","","Cayuga//Pioneer 2510/Cayuga",""
"NY03085-390","aestivum","","cuGS390","CNL","","","Pioneer2510/Va96w-03ws//Va96w-403ws",""
"NYNY03085-391","aestivum","","cuGS391","CNL","","","Pioneer2510/Va96w-03ws//Va96w-403ws",""
"NY03086-392","aestivum","","cuGS392","CNL","","","Superior/Pioneer 2510//Superior",""
"NY03086-393","aestivum","","cuGS393","CNL","","","Superior/Pioneer 2510//Superior",""
"NY03089-394","aestivum","","cuGS394","CNL","","","Caledonia//Bai Huo/Caledonia 1///Caledonia",""
"NYNY03143-395","aestivum","","cuGS395","CNL","","","NY7388/Pinb-a//NY7388 6///NY7388",""
"NYNY03143-396","aestivum","","cuGS396","CNL","","","NY7388/Pinb-a//NY7388 6///NY7388",""
"NY03143-397","aestivum","","cuGS397","CNL","","","NY7388/Pinb-a//NY7388 6///NY7388",""
